,DeepJet;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0,0,incl,central,0,0.0,2.5,20,1000,0,1,0.433232+0.000825257*x+-2.47629e-07*x*x+11.4121/x
1,0,incl,down,0,0.0,2.5,20,1000,0,1,(0.433232+0.000825257*x+-2.47629e-07*x*x+11.4121/x)*(1-(0.100013+-7.96026e-06*x+2.92325e-09*x*x))
2,0,incl,down_correlated,0,0.0,2.5,20,1000,0,1,(0.433232+0.000825257*x+-2.47629e-07*x*x+11.4121/x)*(1-(0.0356051+1.87843e-05*x+-3.03118e-08*x*x))
3,0,incl,down_uncorrelated,0,0.0,2.5,20,1000,0,1,(0.433232+0.000825257*x+-2.47629e-07*x*x+11.4121/x)*(1-(0.0908603))
4,0,incl,up,0,0.0,2.5,20,1000,0,1,(0.433232+0.000825257*x+-2.47629e-07*x*x+11.4121/x)*(1+(0.100013+-7.96026e-06*x+2.92325e-09*x*x))
5,0,incl,up_correlated,0,0.0,2.5,20,1000,0,1,(0.433232+0.000825257*x+-2.47629e-07*x*x+11.4121/x)*(1+(0.0356051+1.87843e-05*x+-3.03118e-08*x*x))
6,0,incl,up_uncorrelated,0,0.0,2.5,20,1000,0,1,(0.433232+0.000825257*x+-2.47629e-07*x*x+11.4121/x)*(1+(0.0908603))
7,1,incl,central,0,0.0,2.5,20,1000,0,1,0.452033+0.000974984*x+-4.12462e-07*x*x+9.68473/x
8,1,incl,down,0,0.0,2.5,20,1000,0,1,(0.452033+0.000974984*x+-4.12462e-07*x*x+9.68473/x)*(1-(0.157113+8.03871e-05*x+-9.43901e-08*x*x))
9,1,incl,down_correlated,0,0.0,2.5,20,1000,0,1,(0.452033+0.000974984*x+-4.12462e-07*x*x+9.68473/x)*(1-(0.0918283+0.000126264*x+-1.50781e-07*x*x))
10,1,incl,down_uncorrelated,0,0.0,2.5,20,1000,0,1,(0.452033+0.000974984*x+-4.12462e-07*x*x+9.68473/x)*(1-(0.128036))
11,1,incl,up,0,0.0,2.5,20,1000,0,1,(0.452033+0.000974984*x+-4.12462e-07*x*x+9.68473/x)*(1+(0.157113+8.03871e-05*x+-9.43901e-08*x*x))
12,1,incl,up_correlated,0,0.0,2.5,20,1000,0,1,(0.452033+0.000974984*x+-4.12462e-07*x*x+9.68473/x)*(1+(0.0918283+0.000126264*x+-1.50781e-07*x*x))
13,1,incl,up_uncorrelated,0,0.0,2.5,20,1000,0,1,(0.452033+0.000974984*x+-4.12462e-07*x*x+9.68473/x)*(1+(0.128036))
14,2,incl,central,0,0.0,2.5,20,1000,0,1,"1.17135+321.802/(pow(x,1.5))+-70.4986/x"
15,2,incl,down,0,0.0,2.5,20,1000,0,1,"(1.17135+321.802/(pow(x,1.5))+-70.4986/x)*(1-(0.194997+0.000198635*x+-1.87175e-07*x*x))"
16,2,incl,down_correlated,0,0.0,2.5,20,1000,0,1,"(1.17135+321.802/(pow(x,1.5))+-70.4986/x)*(1-(0.15611+0.000239285*x+-2.36897e-07*x*x))"
17,2,incl,down_uncorrelated,0,0.0,2.5,20,1000,0,1,"(1.17135+321.802/(pow(x,1.5))+-70.4986/x)*(1-(0.12207))"
18,2,incl,up,0,0.0,2.5,20,1000,0,1,"(1.17135+321.802/(pow(x,1.5))+-70.4986/x)*(1+(0.194997+0.000198635*x+-1.87175e-07*x*x))"
