,DeepJet;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
601,2,mujets,down_correlated,5,0.0,2.5,70,100,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.021783197935
602,2,mujets,down_correlated,5,0.0,2.5,200,300,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.0671232043064
603,2,mujets,down_correlated,5,0.0,2.5,300,600,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.0515839650111
604,2,mujets,down_correlated,5,0.0,2.5,140,200,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.0611438712653
605,2,mujets,down_correlated,5,0.0,2.5,50,70,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.0207561196072
606,2,mujets,down_correlated,5,0.0,2.5,20,30,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.0479522832341
607,2,mujets,down_correlated,5,0.0,2.5,600,1000,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.0528086732263
608,2,mujets,down_correlated,5,0.0,2.5,30,50,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.0212045884546
609,2,mujets,down_uncorrelated,4,0.0,2.5,100,140,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.0396398125108
610,2,mujets,down_uncorrelated,4,0.0,2.5,70,100,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.0346384467542
611,2,mujets,down_uncorrelated,4,0.0,2.5,200,300,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.0562178467833
612,2,mujets,down_uncorrelated,4,0.0,2.5,300,600,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.0532519238607
613,2,mujets,down_uncorrelated,4,0.0,2.5,140,200,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.0361102750239
614,2,mujets,down_uncorrelated,4,0.0,2.5,50,70,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.034803580753
615,2,mujets,down_uncorrelated,4,0.0,2.5,20,30,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.0697742726558
616,2,mujets,down_uncorrelated,4,0.0,2.5,600,1000,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.296624266086
617,2,mujets,down_uncorrelated,4,0.0,2.5,30,50,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.0347739872942
618,2,mujets,down_uncorrelated,5,0.0,2.5,100,140,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.0113256609702
619,2,mujets,down_uncorrelated,5,0.0,2.5,70,100,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.0098966991914
620,2,mujets,down_uncorrelated,5,0.0,2.5,200,300,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.0160622416866
621,2,mujets,down_uncorrelated,5,0.0,2.5,300,600,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.0152148352701
622,2,mujets,down_uncorrelated,5,0.0,2.5,140,200,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.0103172213013
623,2,mujets,down_uncorrelated,5,0.0,2.5,50,70,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.00994388007536
624,2,mujets,down_uncorrelated,5,0.0,2.5,20,30,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.0199355072015
625,2,mujets,down_uncorrelated,5,0.0,2.5,600,1000,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.0847497881859
626,2,mujets,down_uncorrelated,5,0.0,2.5,30,50,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)-0.00993542492631
627,2,mujets,up,4,0.0,2.5,20,30,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.1817590743303299
628,2,mujets,up,4,0.0,2.5,30,50,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.081958852708339691
629,2,mujets,up,4,0.0,2.5,50,70,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.080553032457828522
630,2,mujets,up,4,0.0,2.5,70,100,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.083740919828414917
631,2,mujets,up,4,0.0,2.5,100,140,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.11873060464859009
632,2,mujets,up,4,0.0,2.5,140,200,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.21702873706817627
633,2,mujets,up,4,0.0,2.5,200,300,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.24156391620635986
634,2,mujets,up,4,0.0,2.5,300,600,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.18823352456092834
635,2,mujets,up,4,0.0,2.5,600,1000,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.34949707984924316
636,2,mujets,up,5,0.0,2.5,20,30,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.051931165158748627
637,2,mujets,up,5,0.0,2.5,30,50,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.02341681532561779
638,2,mujets,up,5,0.0,2.5,50,70,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.023015152662992477
639,2,mujets,up,5,0.0,2.5,70,100,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.023925976827740669
640,2,mujets,up,5,0.0,2.5,100,140,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.033923029899597168
641,2,mujets,up,5,0.0,2.5,140,200,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.062008209526538849
642,2,mujets,up,5,0.0,2.5,200,300,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.069018259644508362
643,2,mujets,up,5,0.0,2.5,300,600,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.05378100648522377
644,2,mujets,up,5,0.0,2.5,600,1000,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.099856309592723846
645,2,mujets,up_correlated,4,0.0,2.5,100,140,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.111918013493
646,2,mujets,up_correlated,4,0.0,2.5,70,100,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0762411939844
647,2,mujets,up_correlated,4,0.0,2.5,200,300,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.234931222523
648,2,mujets,up_correlated,4,0.0,2.5,300,600,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.180543879358
649,2,mujets,up_correlated,4,0.0,2.5,140,200,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.214003553127
650,2,mujets,up_correlated,4,0.0,2.5,50,70,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0726464163254
651,2,mujets,up_correlated,4,0.0,2.5,20,30,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.167832988345
652,2,mujets,up_correlated,4,0.0,2.5,600,1000,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.184830337316
653,2,mujets,up_correlated,4,0.0,2.5,30,50,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0742160585381
654,2,mujets,up_correlated,5,0.0,2.5,100,140,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0319765751943
655,2,mujets,up_correlated,5,0.0,2.5,70,100,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.021783197935
656,2,mujets,up_correlated,5,0.0,2.5,200,300,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0671232043064
657,2,mujets,up_correlated,5,0.0,2.5,300,600,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0515839650111
658,2,mujets,up_correlated,5,0.0,2.5,140,200,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0611438712653
659,2,mujets,up_correlated,5,0.0,2.5,50,70,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0207561196072
660,2,mujets,up_correlated,5,0.0,2.5,20,30,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0479522832341
661,2,mujets,up_correlated,5,0.0,2.5,600,1000,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0528086732263
662,2,mujets,up_correlated,5,0.0,2.5,30,50,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0212045884546
663,2,mujets,up_uncorrelated,4,0.0,2.5,100,140,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0396398125108
664,2,mujets,up_uncorrelated,4,0.0,2.5,70,100,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0346384467542
665,2,mujets,up_uncorrelated,4,0.0,2.5,200,300,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0562178467833
666,2,mujets,up_uncorrelated,4,0.0,2.5,300,600,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0532519238607
667,2,mujets,up_uncorrelated,4,0.0,2.5,140,200,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0361102750239
668,2,mujets,up_uncorrelated,4,0.0,2.5,50,70,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.034803580753
669,2,mujets,up_uncorrelated,4,0.0,2.5,20,30,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0697742726558
670,2,mujets,up_uncorrelated,4,0.0,2.5,600,1000,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.296624266086
671,2,mujets,up_uncorrelated,4,0.0,2.5,30,50,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0347739872942
672,2,mujets,up_uncorrelated,5,0.0,2.5,100,140,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0113256609702
673,2,mujets,up_uncorrelated,5,0.0,2.5,70,100,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0098966991914
674,2,mujets,up_uncorrelated,5,0.0,2.5,200,300,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0160622416866
675,2,mujets,up_uncorrelated,5,0.0,2.5,300,600,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0152148352701
676,2,mujets,up_uncorrelated,5,0.0,2.5,140,200,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0103172213013
677,2,mujets,up_uncorrelated,5,0.0,2.5,50,70,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.00994388007536
678,2,mujets,up_uncorrelated,5,0.0,2.5,20,30,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0199355072015
679,2,mujets,up_uncorrelated,5,0.0,2.5,600,1000,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.0847497881859
680,2,mujets,up_uncorrelated,5,0.0,2.5,30,50,0,1,1.01737*(1.+0.00646729*x)/(1.+0.00676393*x)+0.00993542492631
681,0,comb,down_fsr,4,0.0,2.5,20,30,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.00032174494117498398
682,0,comb,down_fsr,4,0.0,2.5,30,50,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+5.4490101319970563e-05
683,0,comb,down_fsr,4,0.0,2.5,50,70,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.00045753756421618164
684,0,comb,down_fsr,4,0.0,2.5,70,100,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00024231470888480544
685,0,comb,down_fsr,4,0.0,2.5,100,140,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00064771226607263088
686,0,comb,down_fsr,4,0.0,2.5,140,200,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0047858096659183502
687,0,comb,down_fsr,4,0.0,2.5,200,300,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0024451573844999075
688,0,comb,down_fsr,4,0.0,2.5,300,600,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00075349706457927823
689,0,comb,down_fsr,4,0.0,2.5,600,1000,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00032283127075061202
690,0,comb,down_fsr,5,0.0,2.5,20,30,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.00012869798229075968
691,0,comb,down_fsr,5,0.0,2.5,30,50,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+2.1796040527988225e-05
692,0,comb,down_fsr,5,0.0,2.5,50,70,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.0001830150285968557
693,0,comb,down_fsr,5,0.0,2.5,70,100,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-9.6925883553922176e-05
694,0,comb,down_fsr,5,0.0,2.5,100,140,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00025908491807058454
695,0,comb,down_fsr,5,0.0,2.5,140,200,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0019143238896504045
696,0,comb,down_fsr,5,0.0,2.5,200,300,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00097806297708302736
697,0,comb,down_fsr,5,0.0,2.5,300,600,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00030139883165247738
698,0,comb,down_fsr,5,0.0,2.5,600,1000,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00012913250247947872
699,0,comb,down_hdamp,4,0.0,2.5,20,30,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0003209860878996551
700,0,comb,down_hdamp,4,0.0,2.5,30,50,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00079362443648278713
701,0,comb,down_hdamp,4,0.0,2.5,50,70,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0010230042971670628
702,0,comb,down_hdamp,4,0.0,2.5,70,100,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0014276157598942518
703,0,comb,down_hdamp,4,0.0,2.5,100,140,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0010563555406406522
704,0,comb,down_hdamp,4,0.0,2.5,140,200,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0012062434107065201
705,0,comb,down_hdamp,4,0.0,2.5,200,300,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00020419896463863552
706,0,comb,down_hdamp,4,0.0,2.5,300,600,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.00066430255537852645
707,0,comb,down_hdamp,4,0.0,2.5,600,1000,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.0011696422006934881
708,0,comb,down_hdamp,5,0.0,2.5,20,30,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00012839442933909595
709,0,comb,down_hdamp,5,0.0,2.5,30,50,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00031744976877234876
710,0,comb,down_hdamp,5,0.0,2.5,50,70,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0004092017188668251
711,0,comb,down_hdamp,5,0.0,2.5,70,100,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00057104631559923291
712,0,comb,down_hdamp,5,0.0,2.5,100,140,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00042254221625626087
713,0,comb,down_hdamp,5,0.0,2.5,140,200,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00048249735846184194
714,0,comb,down_hdamp,5,0.0,2.5,200,300,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-8.1679587310645729e-05
715,0,comb,down_hdamp,5,0.0,2.5,300,600,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.00026572102797217667
716,0,comb,down_hdamp,5,0.0,2.5,600,1000,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.00046785688027739525
717,0,comb,down_isr,4,0.0,2.5,20,30,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+5.1496790547389537e-05
718,0,comb,down_isr,4,0.0,2.5,30,50,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.00025093898875638843
719,0,comb,down_isr,4,0.0,2.5,50,70,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00015517338761128485
720,0,comb,down_isr,4,0.0,2.5,70,100,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.0005465575959533453
721,0,comb,down_isr,4,0.0,2.5,100,140,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00064796418882906437
722,0,comb,down_isr,4,0.0,2.5,140,200,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0040665334090590477
723,0,comb,down_isr,4,0.0,2.5,200,300,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.0044052265584468842
724,0,comb,down_isr,4,0.0,2.5,300,600,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0033617899753153324
725,0,comb,down_isr,4,0.0,2.5,600,1000,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-3.8715301343472674e-05
726,0,comb,down_isr,5,0.0,2.5,20,30,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+2.0598716218955815e-05
727,0,comb,down_isr,5,0.0,2.5,30,50,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.00010037559695774689
728,0,comb,down_isr,5,0.0,2.5,50,70,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-6.2069353589322418e-05
729,0,comb,down_isr,5,0.0,2.5,70,100,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.00021862302673980594
730,0,comb,down_isr,5,0.0,2.5,100,140,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00025918567553162575
731,0,comb,down_isr,5,0.0,2.5,140,200,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0016266134334728122
732,0,comb,down_isr,5,0.0,2.5,200,300,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.0017620907165110111
733,0,comb,down_isr,5,0.0,2.5,300,600,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0013447159435600042
734,0,comb,down_isr,5,0.0,2.5,600,1000,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-1.5486120901186951e-05
735,0,comb,down_jer,4,0.0,2.5,20,30,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00057387974811717868
736,0,comb,down_jer,4,0.0,2.5,30,50,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00028365087928250432
737,0,comb,down_jer,4,0.0,2.5,50,70,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0013685383601114154
738,0,comb,down_jer,4,0.0,2.5,70,100,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00013063926598988473
739,0,comb,down_jer,4,0.0,2.5,100,140,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+3.6109926440985873e-05
740,0,comb,down_jer,4,0.0,2.5,140,200,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.0009997726883739233
741,0,comb,down_jer,4,0.0,2.5,200,300,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.0040113264694809914
742,0,comb,down_jer,4,0.0,2.5,300,600,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.003062286414206028
743,0,comb,down_jer,4,0.0,2.5,600,1000,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.0013229576870799065
744,0,comb,down_jer,5,0.0,2.5,20,30,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00022955190797802061
745,0,comb,down_jer,5,0.0,2.5,30,50,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00011346035171300173
746,0,comb,down_jer,5,0.0,2.5,50,70,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00054741534404456615
747,0,comb,down_jer,5,0.0,2.5,70,100,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-5.2255709306336939e-05
748,0,comb,down_jer,5,0.0,2.5,100,140,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+1.444397094019223e-05
749,0,comb,down_jer,5,0.0,2.5,140,200,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.00039990906952880323
750,0,comb,down_jer,5,0.0,2.5,200,300,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.0016045304946601391
751,0,comb,down_jer,5,0.0,2.5,300,600,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.0012249145656824112
752,0,comb,down_jer,5,0.0,2.5,600,1000,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.00052918307483196259
753,0,comb,down_jes,4,0.0,2.5,20,30,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.012663545086979866
754,0,comb,down_jes,4,0.0,2.5,30,50,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00014392803132068366
755,0,comb,down_jes,4,0.0,2.5,50,70,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-5.3465955716092139e-05
756,0,comb,down_jes,4,0.0,2.5,70,100,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0022724615409970284
757,0,comb,down_jes,4,0.0,2.5,100,140,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0012370490003377199
758,0,comb,down_jes,4,0.0,2.5,140,200,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00020410785509739071
759,0,comb,down_jes,4,0.0,2.5,200,300,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00027133178082294762
760,0,comb,down_jes,4,0.0,2.5,300,600,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.00068305112654343247
761,0,comb,down_jes,4,0.0,2.5,600,1000,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.004559375811368227
762,0,comb,down_jes,5,0.0,2.5,20,30,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.0050654178485274315
763,0,comb,down_jes,5,0.0,2.5,30,50,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-5.757121107308194e-05
764,0,comb,down_jes,5,0.0,2.5,50,70,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-2.1386382286436856e-05
765,0,comb,down_jes,5,0.0,2.5,70,100,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00090898456983268261
766,0,comb,down_jes,5,0.0,2.5,100,140,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00049481960013508797
767,0,comb,down_jes,5,0.0,2.5,140,200,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-8.1643142038956285e-05
768,0,comb,down_jes,5,0.0,2.5,200,300,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.000108532709418796
769,0,comb,down_jes,5,0.0,2.5,300,600,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.0002732204447966069
770,0,comb,down_jes,5,0.0,2.5,600,1000,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0018237503245472908
771,0,comb,down_pileup,4,0.0,2.5,20,30,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.010478949174284935
772,0,comb,down_pileup,4,0.0,2.5,30,50,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0079607106745243073
773,0,comb,down_pileup,4,0.0,2.5,50,70,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0016194711206480861
774,0,comb,down_pileup,4,0.0,2.5,70,100,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0030226428061723709
775,0,comb,down_pileup,4,0.0,2.5,100,140,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0004227822064422071
776,0,comb,down_pileup,4,0.0,2.5,140,200,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00027947954367846251
777,0,comb,down_pileup,4,0.0,2.5,200,300,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0010836860164999962
778,0,comb,down_pileup,4,0.0,2.5,300,600,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0036492566578090191
779,0,comb,down_pileup,4,0.0,2.5,600,1000,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0012259397190064192
780,0,comb,down_pileup,5,0.0,2.5,20,30,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0041915797628462315
781,0,comb,down_pileup,5,0.0,2.5,30,50,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.003184284083545208
782,0,comb,down_pileup,5,0.0,2.5,50,70,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00064778845990076661
783,0,comb,down_pileup,5,0.0,2.5,70,100,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0012090571690350771
784,0,comb,down_pileup,5,0.0,2.5,100,140,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00016911288548726588
785,0,comb,down_pileup,5,0.0,2.5,140,200,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00011179182183695957
786,0,comb,down_pileup,5,0.0,2.5,200,300,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00043347442988306284
787,0,comb,down_pileup,5,0.0,2.5,300,600,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0014597026165574789
788,0,comb,down_pileup,5,0.0,2.5,600,1000,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.00049037591088563204
789,0,comb,down_qcdscale,4,0.0,2.5,20,30,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)-0.0003026030317414552
790,0,comb,down_qcdscale,4,0.0,2.5,30,50,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.00091547041665762663
791,0,comb,down_qcdscale,4,0.0,2.5,50,70,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.0012336071813479066
792,0,comb,down_qcdscale,4,0.0,2.5,70,100,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.0014867550926283002
793,0,comb,down_qcdscale,4,0.0,2.5,100,140,0,1,1.0007*(1.+0.000290434*x)/(1.+0.000349262*x)+0.0020450134761631489
